reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment_polarity,sentiment_subjective,wordCount,uppercaseCharCount,specialCharCount,sentiment_rating
2bb04eab-717b-4055-9db7-f38ef60ecba0,Debby Sintia,https://play-lh.googleusercontent.com/a-/ALV-UjWzMGnv_mjQ7oR45g-cLQLPjJjQ4iNyb_JKVRNPKGyEJ_6_GIOJ,"gak bisa bayar yg mau di bpilih , bingung aneh gak ada bantuan sma sekali",2,0,12.2.4,2024-07-15 09:19:36,,,12.2.4,0.0,0.0,15,0,1,Negative
d3e5d6bb-3994-4e78-986c-031f8f03f1f2,Pangersa Sayyid Baher Albantani,https://play-lh.googleusercontent.com/a-/ALV-UjXLNPRB7M3aFKH4YX7yaHWYrrOEccn_gxutvv4tcubfsxKapKY,sgt berguna utk tahu kesehatan dan shared soal kesehatan,5,0,12.2.4,2024-07-14 16:08:45,,,12.2.4,0.0,0.0,9,0,0,Positive
d9600cfa-93c1-4c85-9884-0adc5002d9d4,Puji Wulandari,https://play-lh.googleusercontent.com/a-/ALV-UjWbF1COF0qDV0SFbvOH9_MXZpDCqnybiQaR3sTJQw7RRz7F-jg,sudah war jadwal dokter berbulan2 pas hari h dokternya terkendala jaringan. alhasil uang direfund masuk saldo yesdok dan jika ditf ke rekening ada potongan 10k.. yang rugi siapa di sini ? konsul ga jadi uang kepotong.. saya lihat banyak yg kecewa dan menyesal ya makanya mereka kasih bintang 1 ...sayangnya saya baru lihat barusan.. oke thanks yesdok pengalaman tidak menyenangkannya..,1,0,12.2.3,2024-07-02 08:11:52,,,12.2.3,0.2,0.2,60,0,13,Negative
394f32b5-40b6-4bf6-be29-f04a9b8d2f81,Restu Hendri Sulistyawan,https://play-lh.googleusercontent.com/a/ACg8ocKRgEQoMUo2_UkPSBg5CuDJLq4bkXS9HI2S08oJe2P4cyc5OA=mo,dokternya sibuk terus,1,1,12.2.1,2024-05-17 05:37:42,,,12.2.1,0.0,0.0,3,0,0,Negative
ad828567-8e95-46e5-bada-04cbf442c946,Dita Nilawati,https://play-lh.googleusercontent.com/a/ACg8ocKWGQsaQPuESbBAAjdroBK6A8ACgdAeP_ezF3lI4vIRRY4IyQ=mo,"aplikasi yang sangat kurang relevan buat dipake karena pelayanan dari pihak yesdok sendiri kurang baik kurang bermanfaat.saya sangat kecewa,marah karena saya sudah transfer lewat bca dan berhasil giliran mau konsul dokternya sibuk terus dan gak bisa tersambung bahkan saya sudah coba berkali-kali hasilnya tetap sama bahkan dikemudian hari juga tetap sama.semoga kedepannya pihak yesdok bisa jauh lebih baik lagi dan pihak yesdok bertanggung jawab buat orang"" yang sudah bayar tapi belum kolsul tiba""",1,1,,2024-05-04 00:07:21,,,,0.0,0.0,73,0,6,Negative
ff77d9a6-69d5-4361-b851-2181eb078097,Haryanto Tini,https://play-lh.googleusercontent.com/a/ACg8ocJOR-hMflpvC9V9d1yzPhCUZ8scKFyblhdW_JSZW1j2ahUgKQ=mo,ini membantu aku mengatasi ocd tapi waktu tunggu lama banget 1 jam,3,0,12.1.3,2024-03-09 13:40:09,,,12.1.3,0.0,0.0,12,0,0,Neutral
16e4e9fc-4ad7-49e9-b804-dc45b631b144,agus setiawan,https://play-lh.googleusercontent.com/a-/ALV-UjW4RoSFlD-x_CasBCow-sJIrZJWFyhVAfmaIlC4Cb07uQJYQD58kg,"katanya 24jam, setelah transfer dari shopee sesuai tarif yg disebutkan dan pembayaran sukses,ternyata ga sekalipun tersambung. waktu tunggu terus muter² kayak signal hp dihutan. sampe skrg ga ada tanggapan, baik lewat wa sekalipun. kecewa sy, belum memadai pelayanannya.",1,8,12.2.0,2024-02-29 15:07:32,"Dear Pak Agus, mohon maaf atas kendala yang dialami. Team kami akan membantu kakak melalui WA Center Help@yesdok.net. Mohon ditunggu",2024-03-18 08:23:49,12.2.0,0.0,0.0,38,0,8,Negative
d9a0f2c0-f3e4-4499-adbe-b3d82e48852b,Mitsssuki G,https://play-lh.googleusercontent.com/a-/ALV-UjUYoW91DmfLdoZqeijAsblxKPuGXjftewWObH8T59Nu1r9tETQf,"aplikasi konsultasi dokter,dokternya ga ada yg ready gak jelas",1,1,12.2.0,2024-02-29 13:13:51,"Dear Kak Mitsssuki, mohon maaf atas kendala yang dialami. Team kami akan membantu kakak melalui WA Center Help@yesdok.net. Mohon ditunggu",2024-03-18 08:24:18,12.2.0,0.2,0.5,9,0,1,Negative
334c5ab7-9627-4da5-ab70-9cc12c03d142,titapasanea dietrich,https://play-lh.googleusercontent.com/a-/ALV-UjU4Nw792LM91Vt0193fTqtj8pd9bLRHr9onejFHd9cyGnvVQMOP,luar biasa,5,0,11.2.5,2023-10-05 03:52:40,,,11.2.5,0.0,0.0,2,0,0,Positive
b936b4f7-26ec-49e2-a261-e6b95c34fc68,rio waldi,https://play-lh.googleusercontent.com/a/ACg8ocLuXY6eg16IzjmHbOHwSJK1sa5FjucmgzX2mVWKzCy_291RRA=mo,"menurut saya aplikasi tidak sesuai dengan website nya, untuk harga sangat berbeda jauh, terlebih saat akan melakukan konsultasi, dokter jarang yang tersedia, bahkan bisa sampai bulan berikutnya, sedangkan jika booking dokter yang(bukan umum) itu harganya sangat mahal bisa 100k sampai 200k, itu pun hanya 10 menit. 🙏🙏, bintang 3 dulu nanti dikasih 5 star dah klo sudah di perbaiki. saran sih ad fitur chat ke dokter dengan gratis.😁",3,5,11.2.5,2023-10-04 04:42:51,,,11.2.5,0.0,0.0,68,0,12,Neutral
23325fa4-630f-4d7c-8709-f3202ac6c661,Denny Rochman,https://play-lh.googleusercontent.com/a/ACg8ocLDD3GvzeoJLLmwS-87g3R7_j8SNhRZPHzh1A7IHp7mU43SSQ=mo,kondisi saat ini kualitas udara relatif menjadi masalah serius sehingga sdh cukup banyak yg kena ispa. saran nya dok,5,0,11.2.3,2023-09-07 07:20:20,,,11.2.3,0.0,0.0,19,0,1,Positive
6bc607ef-1fca-4831-8451-5f3125618e3e,Agung Satyarsa,https://play-lh.googleusercontent.com/a-/ALV-UjUJ7jS9O6BsGH18tsSIf0jP7MkOweae50F6CkLabl5b7v7kA-1V,aplikasi yg bermanfaat dan membantu disaat sakit,5,0,11.2.3,2023-09-02 23:31:32,,,11.2.3,0.0,0.0,7,0,0,Positive
6c82cf5a-6daf-4c02-a986-57b2712115bd,Lalu Yogi,https://play-lh.googleusercontent.com/a/ACg8ocJCzoKnUI-xOAzwh2OXNxpZqTioYSB7xn4GawzInvlrLsC1jA=mo,good,5,0,11.2.3,2023-08-22 14:51:27,,,11.2.3,0.7,0.6000000000000001,1,0,0,Positive
e063d65c-776c-4bf6-bc18-4fa64c0d1e79,fani natalia,https://play-lh.googleusercontent.com/a-/ALV-UjVtLtXMyHVTQXR_CciLfC40F_c9Qy_GmJuXy64aGMJpYGxrTkfH,sangat membantu untuk konsultasi dari rumah,5,0,11.2.1,2023-07-20 09:38:06,,,11.2.1,0.0,0.0,6,0,0,Positive
3aeae9e4-0ded-42c4-90be-56ffd67d3ea6,Itarafrk,https://play-lh.googleusercontent.com/a-/ALV-UjXfyxSV1GEYqMxMnViWTZMvqJ7cpcSyzS_8_B59uk5cbk9cYaw,"recommended sekali aplikasinya ,fiturnya lengkap dan sangat membantu saya",5,2,11.2.1,2023-07-12 07:21:18,,,11.2.1,0.0,0.0,9,0,1,Positive
